uf,municipio,codigo,escola,rede,saeb,rendimento
MG,Durandé,31075477,EE QUINCA FRANCO,Estadual,5.08483333333333,0.835688396274945
MG,Durandé,31319066,EE EMILIA MARIA DINIZ,Estadual,,0.808107217720703
MG,Elói Mendes,31172545,EM DA FAZ STA CRUZ,Municipal,4.8415,0.939546372130753
MG,Elói Mendes,31172596,EM PROF JULIA CAMOES VIEITO,Municipal,5.20016666666667,0.833093221147217
MG,Elói Mendes,31172600,EE TARGINO NOGUEIRA,Estadual,4.9815,0.859527992974279
MG,Elói Mendes,31172618,EE PROFESSORA NORMA DE BRITO PIEDADE MARTINS,Estadual,,0.682859159166833
MG,Elói Mendes,31176940,EM OSCAR ARAUJO,Municipal,5.04216666666667,0.952089509309284
MG,Elói Mendes,31224685,EM MARIA DO CARMO MENDES,Municipal,5.15866666666667,0.920317208954815
MG,Elói Mendes,31319198,EE SAO LUIZ GONZAGA,Estadual,5.654,0.878794548579424
MG,Engenheiro Caldas,31042749,EM LUIZA GONCALVES LESSA,Municipal,,0.842234121733279
MG,Engenheiro Caldas,31042765,EE PROFESSORA ONDINA PINTO DE ALMEIDA,Estadual,,0.688284402764008
MG,Engenheiro Caldas,31042790,EM ADEODATA DA SILVEIRA CASTRO,Municipal,5.25283333333333,0.806126432587475
MG,Engenheiro Navarro,31080047,EE MAMEDE PACIFICO DE ALMEIDA,Estadual,,0.753906145246977
MG,Entre Folhas,31019534,EE DOUTOR JOSE AUGUSTO,Estadual,5.8595,0.803813617769154
MG,Entre Rios de Minas,31193925,EE EXPEDICIONARIO GERALDO BAETA,Estadual,6.26633333333333,0.899271090762043
MG,Entre Rios de Minas,31193950,EE PEDRO DOMINGUES,Estadual,5.03716666666667,0.811900630523637
MG,Entre Rios de Minas,31193968,EE RIBEIRO DE OLIVEIRA,Estadual,6.31133333333333,0.904852908262396
MG,Entre Rios de Minas,31218383,EE DOM RODOLFO,Estadual,5.37316666666667,0.751010951470298
MG,Ervália,31180891,EE PROFESSOR DAVID PROCOPIO,Estadual,5.45683333333333,0.866387636378257
MG,Ervália,31180904,EE DOM FRANCISCO DAS CHAGAS,Estadual,5.53366666666667,0.934716389576683
MG,Ervália,31180912,EE MONSENHOR RODOLFO,Estadual,5.7,0.911612368011942
MG,Esmeraldas,31008931,EE SAO TOMAZ DE AQUINO,Estadual,5.21183333333333,0.829902115269342
MG,Esmeraldas,31008966,EE SANTA QUITERIA,Estadual,,
MG,Esmeraldas,31008974,EE DE LAGOA,Estadual,,0.903973392678944
MG,Esmeraldas,31009008,EE PROFESSOR AUGUSTO LUCAS,Estadual,5.40483333333333,0.974849527443034
MG,Esmeraldas,31009024,EE SANTA TEREZA,Estadual,4.6515,0.729024922494213
MG,Esmeraldas,31009032,EE JOAO NAZARIO,Estadual,4.55633333333333,0.785994168215645
MG,Esmeraldas,31009041,EE DE MELO VIANA,Estadual,,0.81041346753854
MG,Esmeraldas,31009059,EE TEOFILO ALVES DA SILVA,Estadual,,0.730613381671171
MG,Esmeraldas,31012165,EM JOSEFINA WANDERLEY AZEREDO,Municipal,,0.823738712239773
MG,Esmeraldas,31012173,EM MARIO ALVES GARCIA,Municipal,4.98666666666667,0.785757426020933
MG,Esmeraldas,31012254,EM ZITA LUCAS E SILVA,Municipal,5.64066666666667,0.731045629662071
MG,Esmeraldas,31222844,EM FELICIANO ALVES DINIZ,Municipal,4.21383333333333,0.813034234781137
MG,Esmeraldas,31222852,EM JOSE LUCAS FILHO,Municipal,5.1125,0.830010091143583
MG,Esmeraldas,31222861,EM JOSEFINA LUCAS MUNIZ,Municipal,5.75366666666667,0.810724822835202
MG,Esmeraldas,31222879,ESCOLA MUNICIPAL SADI ALVES VIEIRA,Municipal,4.70566666666667,0.769698351527518
MG,Esmeraldas,31310930,EM MARIETA RODRIGUES SOARES,Municipal,,0.889169552399296
MG,Esmeraldas,31325431,EM EURICA ALVES MOREIRA,Municipal,,0.772372623204258
MG,Esmeraldas,31330647,EE PROFESSOR RAYMUNDO CANDIDO,Estadual,,0.769213122367318
MG,Esmeraldas,31345822,EM JOAO JOSE DOS PASSOS,Municipal,5.08616666666667,0.700933764357491
MG,Espera Feliz,31097683,EE ALTIVO LEOPOLDINO DE SOUZA,Estadual,4.50966666666667,0.776115304144629
MG,Espera Feliz,31097705,EE INTERVENTOR JULIO DE CARVALHO,Estadual,,0.892123294445296
MG,Espera Feliz,31097713,EE PEDRO INACIO NOGUEIRA,Estadual,,0.920619761160687
MG,Espera Feliz,31097721,EE SAO SEBASTIAO,Estadual,5.468,0.868097049094625
MG,Espera Feliz,31097764,EE FAZENDA PARAISO,Estadual,,0.79460099886088
MG,Espinosa,31080080,EE COMENDADOR VIANA,Estadual,6.25383333333333,0.914169402011599
MG,Espinosa,31080101,EE MANOEL DOS SANTOS,Estadual,4.11883333333333,0.988357050452781
MG,Espinosa,31080144,EE PROFESSORA ADALGISA F RIBEIRO,Estadual,4.27966666666667,1.0
MG,Espinosa,31080187,EE DOM LUCIO,Estadual,4.72016666666667,0.859559345310546
MG,Espinosa,31080195,EE JOAQUIM DE FREITAS,Estadual,,0.686078538030607
MG,Espinosa,31080217,EE PROFESSORA JOANA PORTO,Estadual,4.72,0.875719930467157
MG,Espinosa,31080233,EE WASHINGTON XAVIER MENDES,Estadual,4.45083333333333,0.90378889706259
MG,Espinosa,31212261,EE BETANIA TOLENTINO SILVEIRA,Estadual,,
MG,Espinosa,31218286,EE SANTOS DUMONT,Estadual,,0.869441479368367
MG,Espinosa,31362484,EE DE ENSINO FUNDAMENTAL E ENSINO MEDIO,Estadual,3.46566666666667,0.974875834395557
MG,Espírito Santo do Dourado,31055042,EE DOM FRANCISCO SILVA,Estadual,,0.885511942889293
MG,Estiva,31055093,EE CONEGO FRANCISCO STELLA,Estadual,6.06566666666667,0.946054117346869
MG,Estrela Dalva,31097799,EE JOSE BITTENCOURT DE SOUZA,Estadual,,0.896793954303269
MG,Estrela do Indaiá,31033502,EE PROFESSOR ANTONIO RIBEIRO,Estadual,,0.778621904132163
MG,Estrela do Sul,31200484,EE ROBERT KENNEDY,Estadual,5.4375,0.887608302921913
MG,Estrela do Sul,31200531,EE DE DOLEARINA,Estadual,5.19816666666667,0.959261492489654
MG,Eugenópolis,31097811,EE AMERICO LOPES,Estadual,5.55566666666667,0.836277372984594
MG,Eugenópolis,31097918,EM ALTO GAVIAO,Municipal,6.53216666666667,0.833583208395802
MG,Eugenópolis,31097969,EE PINHOTIBA,Estadual,,
MG,Eugenópolis,31244503,ESCOLA MUNICIPAL QUEIROZES,Municipal,5.39783333333333,0.981251650382889
MG,Ewbank da Câmara,31068292,EE ANTONIO MACEDO,Estadual,,0.789163359367766
MG,Extrema,31055123,EE ALFREDO OLIVOTTI,Estadual,,
MG,Extrema,31055158,EE ODETE VALADARES,Estadual,5.29033333333333,0.815
MG,Extrema,31223603,EE JOAO BATISTA DE MORAIS FILHO,Estadual,,
MG,Extrema,31273121,EM EVANDRO BRITO DA CUNHA,Municipal,6.21633333333333,0.869124264576098
MG,Extrema,31311413,ESCOLA MUNICIPAL OSVALDO DE OLIVEIRA,Municipal,6.393,0.90989166396296
MG,Extrema,31321982,EM PROFESSOR JOAO ORSI DE MORAIS,Municipal,6.227,0.933238791459139
MG,Extrema,31368377,EM JOSE SEBASTIAO MORBIDELLI,Municipal,6.20383333333333,0.94631897262118
MG,Fama,31305006,EE PROFESSORA MARIA OLIMPIA OLIVEIRA,Estadual,5.745,0.892692611372526
MG,Faria Lemos,31098035,EE SAO MATEUS,Estadual,5.23066666666667,0.697980178675078
MG,Felício dos Santos,31023981,EE FELICIO DOS SANTOS,Estadual,5.08833333333333,0.824786922772911
MG,São Gonçalo do Rio Preto,31024023,EE DOM JOAO ANTONIO DOS SANTOS,Estadual,4.89066666666667,0.859767408932837
MG,Felisburgo,31184691,EE DE FELISBURGO,Estadual,6.31483333333333,0.890100956267028
MG,Felisburgo,31184705,EE TRANQUILINO PINTO COELHO,Estadual,4.65133333333333,0.917630700525398
MG,Felixlândia,31140929,EM DONA MARIA SOFIA,Municipal,4.55216666666667,0.841432141822538
MG,Felixlândia,31140953,EE PADRE JOSE GONCALVES DE SOUZA,Estadual,4.5245,0.8673953463075
MG,Felixlândia,31140988,EE SAO JOSE DO BURITI,Estadual,5.4785,0.800293341380149
MG,Felixlândia,31143588,EM TEREZA DA COSTA BRAVO,Municipal,4.41816666666667,0.711107472083506
MG,Fernandes Tourinho,31042820,EE AGRIPINO VILAS NOVAS,Estadual,5.4285,0.715374756776129
MG,Ferros,31102911,EE PROFESSOR ALCIDES FERNANDES DE ASSUNCAO,Estadual,4.46333333333333,0.844919300587434
MG,Ferros,31103012,EE PONCIANO PEREIRA DA COSTA,Estadual,,0.658072184270616
MG,Ferros,31103021,EE LEOPOLDINA BARROS DRUMOND,Estadual,4.706,0.908029197080292
MG,Fervedouro,31097179,EE JOAQUIM BARTHOLOMEU PEDROSA,Estadual,,0.541710537278553
MG,Fervedouro,31097250,EE BOM JESUS DO MADEIRA,Estadual,5.7035,0.979570177765986
MG,Fervedouro,31097292,EE SAO PEDRO DO GLORIA,Estadual,,0.828263951758739
MG,Fervedouro,31351148,EE DE ENSINO FUNDAMENTAL E MEDIO,Estadual,,0.85067121468732
MG,Florestal,31033553,EE SERAFIM RIBEIRO DE REZENDE,Estadual,6.03733333333333,0.809676620950717
MG,Formiga,31115185,EE PIO XII,Estadual,,
MG,Formiga,31115207,EE PROFESSOR JOAQUIM RODARTE,Estadual,6.244,0.953005269906993
MG,Formiga,31115223,EE PROFESSOR TONICO LEITE,Estadual,,0.812823345802516
MG,Formiga,31115240,EE RODOLFO ALMEIDA,Estadual,5.84233333333333,0.920455066863772
MG,Formiga,31115258,EE AURELIANO RODRIGUES NUNES,Estadual,5.21333333333333,0.894567101539354
MG,Formiga,31115266,EE JALCIRA SANTOS VALADAO,Estadual,4.49533333333333,0.832235416599421
MG,Formiga,31115282,EE DR ABILIO MACHADO,Estadual,5.36966666666667,0.943319264918549
MG,Formiga,31115304,EE JOSE BERNARDES DE FARIA,Estadual,5.34066666666667,0.881658398744667
MG,Formiga,31115312,EE JOSE ANTONIO DO COUTO,Estadual,,
MG,Formiga,31115355,EM FLORENCIO RODRIGUES NUNES,Municipal,5.77483333333333,0.960674157303371
MG,Formiga,31215040,EM MIRALDA DA SILVA CARVALHO,Municipal,,0.897051954653075
MG,Formiga,31222747,EM ARLINDO DE MELLO,Municipal,5.08816666666667,0.891761681397731
MG,Formiga,31242357,EM CENTRO DE ATENCAO INTEGRAL A CRIANCA  CAIC,Municipal,5.44983333333333,1.0
MG,Formiga,31342971,EM JOSE ANTONIO DO COUTO,Municipal,6.91683333333333,1.0
MG,Formoso,31108456,EE MARTINHO ANTONIO ORNELAS,Estadual,5.67,0.959760570175805
MG,Formoso,31108472,EM STO ANTONIO,Municipal,6.0025,1.0
MG,Formoso,31111112,E M LAZARO XAVIER PIRES,Municipal,5.981,0.929846314785471
MG,Formoso,31205559,EE NOSSA SENHORA DE ABADIA,Estadual,4.79066666666667,0.85698713006855
MG,Fortaleza de Minas,31115363,EE DOUTOR NORALDINO DE LIMA,Estadual,5.897,0.885527624788432
MG,Fortuna de Minas,31268844,EM MARIO DINIZ PONTES,Municipal,6.24516666666667,0.942230928217562
MG,Francisco Badaró,31024031,EE CONEGO FIGUEIRO,Estadual,5.936,0.758189771809158
MG,Francisco Badaró,31024040,EE SAO SEBASTIAO,Estadual,4.722,0.855442072644159
MG,Francisco Badaró,31024066,EM PROF JOAO CANDIDO,Municipal,,
MG,Francisco Badaró,31024074,EE PRESIDENTE JUSCELINO KUBITSCHEK,Estadual,4.026,0.922011207321561
MG,Francisco Dumont,31080268,EE DE FRANCISCO DUMONT,Estadual,,0.859174859723951
MG,Francisco Dumont,31086797,EM TIAGO MEDEIROS FONSECA,Municipal,,
MG,Francisco Sá,31080314,EE DONATO SANTOS,Estadual,,0.911332068201305
MG,Francisco Sá,31080349,EE TIBURTINO PENA,Estadual,4.92866666666667,0.934677516240996
MG,Francisco Sá,31080357,EE JOAO DE DEUS DIAS,Estadual,4.30116666666667,0.913438158792011
MG,Francisco Sá,31080365,EE LOURDINHA SILVEIRA,Estadual,,0.680456284124751
MG,Francisco Sá,31080373,EE ZECA GUIDA,Estadual,3.7485,0.925114321774373
MG,Francisco Sá,31080390,EE CORDIOLINO SOUZA SANTOS,Estadual,4.28616666666667,0.915160884343104
MG,Francisco Sá,31298221,EM DE SAO GERALDO,Municipal,4.03433333333333,0.873046585810713
MG,Francisco Sá,31340901,EM DE CAMARINHAS,Municipal,3.89166666666667,0.633122002003917
MG,Franciscópolis,31147222,EE DE ANTONIO FERREIRA,Estadual,,0.86209560068864
MG,Franciscópolis,31147249,EE MARIA DA SILVA ROCHA,Estadual,5.22366666666667,0.912375388801365
MG,Franciscópolis,31154253,EM VICENTE MACEDO,Municipal,,
MG,Frei Gaspar,31146706,EE SALMEN BUKZEM,Estadual,4.3725,0.8030448972638
MG,Frei Gaspar,31151556,EM ESTEVAO MONTEIRO,Municipal,5.16883333333333,0.857376017239088
MG,Frei Gaspar,31151599,EM ZELITA CARLOS DE OLIVEIRA,Municipal,,0.803842665746284
MG,Frei Inocêncio,31042901,EE FREI INOCENCIO,Estadual,,0.815325601374632
MG,Frei Inocêncio,31042919,EE JOAO BRASILEIRO PASSOS,Estadual,4.20266666666667,0.678892828700563
MG,Frei Lagonegro,31045381,ESCOLA MUNICIPAL MARIA DO ROSARIO GUIMARAES SILVA,Municipal,4.74983333333333,0.761641156718528
MG,Frei Lagonegro,31045471,EE JOSE GONCALVES DE SOUZA,Estadual,5.628,0.805452500071865
MG,Frei Lagonegro,31269557,ESCOLA MUNICIPAL ITELVINA FERREIRA DE SOUZA,Municipal,5.96316666666667,0.956472583380441
MG,Fronteira,31158801,EE JOAO KOPKE,Estadual,,0.695818032394099
MG,Fronteira,31361356,EE DE ENSINO FUNDAMENTAL,Estadual,,0.861410606589566
MG,Fronteira dos Vales,31146714,EE DE PAMPA,Estadual,,0.859751933165683
MG,Fronteira dos Vales,31146722,EM DE MONTE CASTELO,Municipal,,0.946284248405102
MG,Fruta de Leite,31082511,EE ANIBAL GONCALVES DAS NEVES,Estadual,4.07183333333333,0.876324605414827
MG,Frutal,31158879,EE MAESTRO JOSINO DE OLIVEIRA,Estadual,,0.814669184659636
MG,Frutal,31158887,EE GERALDA CARVALHO DE SOUZA,Estadual,,0.694676751827793
MG,Frutal,31158909,EE LAURISTON SOUZA,Estadual,,0.957334366149891
MG,Frutal,31158941,EE VICENTE MACEDO,Estadual,,0.813158752351414
MG,Frutal,31162264,EM ANTONIO PRADO,Municipal,,0.936265690231654
MG,Frutal,31255009,EM BELMIRO BATISTA MIRANDA,Municipal,,
MG,Frutal,31255017,EM ODILIO FERNANDES,Municipal,,1.0
MG,Frutal,31311731,EM ANGELO RICARDO,Municipal,5.5245,1.0
MG,Frutal,31319104,EE PROFESSOR BANDEIRA,Estadual,,0.772492847315969
MG,Frutal,31319201,EE PRESIDENTE TANCREDO NEVES,Estadual,5.34866666666667,0.876207965606749
MG,Funilândia,31141038,EE ALUISIO FERREIRA DE SOUZA,Estadual,5.28866666666667,0.775747660954077
MG,Funilândia,31141054,EE DIOLINO MOREIRA,Estadual,5.37566666666667,0.83761004894719
MG,Galiléia,31042935,EE LEVINDO VALADARES DA FONSECA,Estadual,4.56866666666667,0.926786693212685
MG,Galiléia,31042978,EE DE SAPUCAIA DO NORTE,Estadual,,
MG,Gameleiras,31081035,EE DE BREJO DOS MARTIRES,Estadual,4.244,0.926730052992068
MG,Gameleiras,31081221,EE DE GAMELEIRA,Estadual,4.755,0.912451714930132
MG,Gameleiras,31089796,EM IZIDIO JOSE DE OLIVEIRA,Municipal,3.92516666666667,1.0
MG,Glaucilândia,31080713,EE DOUTOR JOAO FERREIRA PIMENTA,Estadual,,
MG,Glaucilândia,31080730,EE ANTONIO PIMENTA,Estadual,4.66533333333333,0.983744100681699
MG,Glaucilândia,31080748,EE MARIA CARNEIRO DA CRUZ,Estadual,4.41483333333333,0.962453905464298
MG,Goiabeira,31042277,EE DE GOIABEIRA,Estadual,5.7155,0.769137337302767
MG,Goianá,31069574,EE TOLOMEU CASALI,Estadual,4.25883333333333,0.883225186286473
MG,Gonçalves,31055182,EE JOAO RIBEIRO DA SILVA,Estadual,6.24166666666667,0.851302071657006
MG,Gonzaga,31042986,EE SAO SEBASTIAO,Estadual,4.93166666666667,0.879465929740517
MG,Gonzaga,31042994,EE OSWALDO RABELO LEITE,Estadual,,0.762761185762949
MG,Gouveia,31024104,EE AUGUSTO AIRES DA MATA MACHADO,Estadual,5.48166666666667,0.94021255126519
MG,Gouveia,31024121,EE AURELIO PIRES,Estadual,5.29483333333333,0.862887429374483
MG,Gouveia,31024147,EE JOVIANO DE AGUIAR,Estadual,6.81183333333333,0.9543654269848
MG,Gouveia,31024163,EE CIRO RIBAS,Estadual,3.94316666666667,0.839090107449623
MG,Gouveia,31028371,EM JOAO BAIANO,Municipal,4.61716666666667,1.0
MG,Gouveia,31028428,EM PROFESSORA ZEZE RIBAS,Municipal,5.30416666666667,0.933552253450276
MG,Governador Valadares,31043001,EE ABILIO RODRIGUES PATTO,Estadual,,0.770857380139044
MG,Governador Valadares,31043028,EE ISRAEL PINHEIRO,Estadual,5.36733333333333,0.944046489889168
MG,Governador Valadares,31043044,EE BOM PASTOR,Estadual,,0.822904586699923
MG,Governador Valadares,31043061,EE JOAO WESLEY,Estadual,,0.832432134086828
MG,Governador Valadares,31043079,EE CARLOS LUZ,Estadual,,0.612527801370256
MG,Governador Valadares,31043095,EE DIOCESANO,Estadual,6.02933333333333,0.806373228164009
MG,Governador Valadares,31043109,EE JULIO SOARES,Estadual,,0.689390581539571
MG,Governador Valadares,31043117,EE DONA ADELAIDE MALZONE HUGO,Estadual,6.09,0.737593345542713
MG,Governador Valadares,31043125,EE LABOR CLUB,Estadual,,0.752874795804853
MG,Governador Valadares,31043133,EE DONA ARABELA DE ALMEIDA COSTA,Estadual,,0.651632525844295
MG,Governador Valadares,31043141,EE MANOEL BYRRO,Estadual,,0.860315496314354
MG,Governador Valadares,31043168,EE NACLE MIGUEL HABIB,Estadual,,0.939160970730348
MG,Governador Valadares,31043176,EE FREI ANGELICO DE CAMPORA,Estadual,,0.633086810221818
MG,Governador Valadares,31043184,EE PROFESSOR PAULO FREIRE,Estadual,,0.887882668813939
MG,Governador Valadares,31043206,EE PEDRO FARIA,Estadual,5.36633333333333,0.808805079877197
MG,Governador Valadares,31043214,EE PREFEITO JOAQUIM PEDRO NASCIMENTO,Estadual,5.502,0.894150445569745
MG,Governador Valadares,31043222,EE PEDRO RIBEIRO CAVALCANTE FILHO,Estadual,4.95366666666667,0.86594758191665
MG,Governador Valadares,31043257,EE PROFESSOR NELSON DE SENA,Estadual,5.307,0.76812638439168
MG,Governador Valadares,31043265,EE PROFESSORA THEOLINDA DE SOUZA CARMO,Estadual,,0.775744259583523
MG,Governador Valadares,31043273,EE QUINTINO BOCAIUVA,Estadual,5.38566666666667,0.856137529197643
MG,Governador Valadares,31043290,EE SANTA TEREZINHA,Estadual,,
MG,Governador Valadares,31043303,EE SECRETARIO LEVINDO COELHO,Estadual,,0.827835135049986
MG,Governador Valadares,31043311,EE SINVAL RODRIGUES COELHO,Estadual,5.0965,0.77230953631767
MG,Governador Valadares,31043320,EE SAO JOSE,Estadual,5.607,0.936591202722345
MG,Governador Valadares,31043346,EE ALEXANDRE PEIXOTO DA SILVA,Estadual,,0.802236928280638
MG,Governador Valadares,31043362,EE VICENTE JOSE SOARES,Estadual,,0.530263953057791
MG,Governador Valadares,31043371,COLEGIO TIRADENTES PMMG,Estadual,6.76,0.788615251942928
MG,Governador Valadares,31043419,EE SAGRADA FAMILIA,Estadual,,0.793351382870219
MG,Governador Valadares,31043427,EE DOUTOR ANTONIO FERREIRA LISBOA DIAS,Estadual,,0.758728827886896
MG,Governador Valadares,31043435,CIE DR RAIMUNDO SOARES DE ALBERGARIA FILHO,Estadual,5.666,0.849208122198314
MG,Governador Valadares,31043443,EE DARIO DE OLIVEIRA MEDEIROS,Estadual,,
MG,Governador Valadares,31043451,EE MARCOS GEBER SIRIO,Estadual,,0.906238111810975
MG,Governador Valadares,31043486,EE MARCAL CIRIACO DA SILVA,Estadual,4.7475,0.729780703054453
MG,Governador Valadares,31043508,EE ANTONIO JOB DA CRUZ,Estadual,5.16183333333333,0.786106908620187
MG,Governador Valadares,31043516,EE PROFESSORA JOSEFINA CARMELIA REIS,Estadual,,0.70483130553906
MG,Governador Valadares,31043541,EE PRESIDENTE KENNEDY,Estadual,,0.663582805969617
MG,Governador Valadares,31043559,EE DE SAO VITOR,Estadual,,0.732098090214336
MG,Governador Valadares,31048402,ESCOLA MUNICIPAL ADELIA RIBAS,Municipal,4.32183333333333,0.870631290027447
MG,Governador Valadares,31048437,ESCOLA MUNICIPAL PREFEITO RONALDO PERIM,Municipal,,0.712805388437382
MG,Governador Valadares,31048461,ESCOLA MUNICIPAL JOAO XXIII,Municipal,,
MG,Governador Valadares,31048470,ESCOLA MUNICIPAL MARILOURDES NUNES COELHO,Municipal,,0.722248320148035
MG,Governador Valadares,31048500,ESCOLA MUNICIPAL OLEGARIO MACIEL,Municipal,,0.82908421029656
MG,Governador Valadares,31048526,ESCOLA MUNICIPAL PROFESSORA ROSALVA SIMOES RAMALHO,Municipal,,0.774538664347076
MG,Governador Valadares,31048534,ESCOLA MUNICIPAL SANTOS DUMONT,Municipal,,0.782654406108439
MG,Governador Valadares,31048551,ESCOLA MUNICIPAL PROFESSORA LAURA FABRI,Municipal,,0.76654067984315
MG,Governador Valadares,31048577,ESCOLA MUNICIPAL PADRE EULALIO LAFUENTE ELORZ,Municipal,,0.816038566806595
MG,Governador Valadares,31048623,ESCOLA MUNICIPAL MARIA ELVIRA NASCIMENTO,Municipal,,
MG,Governador Valadares,31048640,ESCOLA MUNICIPAL BARBARA HELIODORA,Municipal,,0.930148170547324
MG,Governador Valadares,31048682,ESCOLA MUNICIPAL ARARIPE JUNIOR,Municipal,,
MG,Governador Valadares,31048909,ESCOLA MUNICIPAL VICENTE PETRONILHO,Municipal,,0.975583579286289
MG,Governador Valadares,31048941,ESCOLA MUNICIPAL ANTONIO DE CASTRO PINTO,Municipal,6.19833333333333,0.973278712049625
MG,Governador Valadares,31048976,ESCOLA MUNICIPAL REVERENDO SILLAS CRESPO,Municipal,,0.414280800856434
MG,Governador Valadares,31054046,ESCOLA MUNICIPAL PROFESSOR HELVECIO DAHE INEP 31054046,Municipal,,0.7755903046242
MG,Governador Valadares,31205371,EE DO BAIRRO JARDIM DO IPE,Estadual,,0.726296637103311
MG,Governador Valadares,31227153,ESCOLA MUNICIPAL VEREADOR HAMILTON TEODORO,Municipal,,0.555273419248935
MG,Governador Valadares,31235075,ESCOLA MUNICIPAL VEREADOR JOAO DORNELLAS,Municipal,,
MG,Governador Valadares,31271241,EE PROFESSOR DARCY RIBEIRO,Estadual,,0.778354120595328
MG,Governador Valadares,31302813,ESCOLA MUNICIPAL IVO DE TASSIS,Municipal,,0.785089891963583
MG,Governador Valadares,31319287,ESCOLA MUNICIPAL CHICO MENDES,Municipal,,0.944518725962274
MG,Governador Valadares,31323616,ESCOLA MUNICIPAL REALINA ADELINA COSTA,Municipal,6.55283333333333,0.983744100681699
MG,Governador Valadares,31326861,EE SAO FRANCISCO DE ASSIS,Estadual,,
MG,Governador Valadares,31360082,ESCOLA MUNICIPAL OCTAVIO SOARES FERREIRA,Municipal,,0.742760867764
MG,Governador Valadares,31363634,ESCOLA MUNICIPAL ZUMBI DE PALMARES,Municipal,,0.788026813970749
MG,Governador Valadares,31363642,ESCOLA MUNICIPAL WALDEMAR NADIL KRENAK,Municipal,,0.85207100591716
MG,Grão Mogol,31080411,EE PROFESSOR BICALHO,Estadual,5.21566666666667,0.872718101344193
MG,Grão Mogol,31080446,EE PROFESSORA NITA NASSAU,Estadual,,0.896389282624816
MG,Grão Mogol,31087327,EM SANTOS PANTA,Municipal,,0.936557370836957
MG,Grão Mogol,31087335,EM FRANCISCO PEREIRA NASCIMENTO,Municipal,4.50733333333333,0.827552908988493
MG,Grão Mogol,31087521,EM PROF CATAO,Municipal,,0.839158078120151
MG,Grão Mogol,31087653,EM JOSE DRUMOND,Municipal,,0.781238626536027
MG,Grupiara,31200549,EE CORONEL JOSE FALEIROS DE AGUIAR,Estadual,5.69183333333333,0.872788916649018
MG,Guanhães,31043567,EE ALTIVO COELHO,Estadual,,0.922998712568614
MG,Guanhães,31043591,EE FAZENDA SAO SEBASTIAO,Estadual,,0.886345606162998
MG,Guanhães,31043613,EE ODILON BEHRENS,Estadual,,0.822623344761662
MG,Guanhães,31043648,EE SENADOR FRANCISCO NUNES COELHO,Estadual,,0.83831435596728
MG,Guanhães,31043656,EE NOSSA SENHORA DO CARMO,Estadual,4.34,0.868934680265684
MG,Guanhães,31043681,EE TENENTE JOSE COELHO DA ROCHA,Estadual,4.46916666666667,0.596666105877075
MG,Guanhães,31043699,EE ALBERTO CALDEIRA,Estadual,4.647,1.0
MG,Guanhães,31043702,EE OTAVIO NUNES LEITE,Estadual,,0.720924615025658
MG,Guapé,31172685,EM DE APARECIDA DO SUL,Municipal,5.51716666666667,0.906664120907643
MG,Guapé,31172693,EE DR LAURO CORREA DO AMARAL,Estadual,5.49216666666667,0.927240970350404
MG,Guapé,31177083,EM DEPUTADO JOAQUIM DE MELO FREIRE,Municipal,5.14283333333333,0.837164311937946
MG,Guapé,31229326,EE PROFESSOR ANTONIO PASSOS SILVA,Estadual,5.42483333333333,0.865983907363379
MG,Guaraciaba,31128694,EE AGOSTINHO HIPOLITO DE F FREIRE,Estadual,4.27416666666667,0.942086324011571
MG,Guaraciaba,31128716,EE JOSE MATEUS DE VASCONCELOS,Estadual,5.2675,0.803172799672152
MG,Guaraciaba,31128732,EE HERMOGENES FERREIRA DA SILVA,Estadual,5.60766666666667,0.765424316372866
MG,Guaraciaba,31131237,EM CAMILO MARTINS DE MOURA,Municipal,5.87433333333333,0.761673619011503
MG,Guaraciama,31079464,EE ANTONIO SOARES DA CRUZ,Estadual,4.8145,0.889256601741266
MG,Guaranésia,31137073,EE ALICE AUTRAN DOURADO,Estadual,5.463,0.891818407166141
MG,Guaranésia,31137103,EM DOM INACIO JOAO DAL MONTE,Municipal,,0.593701035801802
MG,Guaranésia,31137146,EE GERALDO RIBEIRO DIAS,Estadual,5.32283333333333,0.871975674252361
MG,Guarani,31181030,EE PROFESSOR ALBERTO PACHECO,Estadual,6.14833333333333,0.792067983912393
MG,Guarará,31068314,EM FERREIRA MARQUES,Municipal,6.392,0.679409783044004
MG,GuardaMor,31108481,EE DOUTOR ANTONIO RIBEIRO,Estadual,4.8175,0.77744333452293
MG,Guaxupé,31137227,EE DONA QUERIDINHA BIAS FORTES,Estadual,,0.510738596726264
MG,Guaxupé,31137235,EE DOUTOR BENEDITO LEITE RIBEIRO,Estadual,6.1495,0.961011155053175
MG,Guaxupé,31137251,EE MAJOR LUIZ ZERBINI,Estadual,4.42516666666667,0.874074638036163
MG,Guaxupé,31137278,EE NOSSA SENHORA APARECIDA,Estadual,,0.768305930097178
MG,Guaxupé,31137324,EE DOUTOR ANDRE CORTEZ GRANERO,Estadual,5.54483333333333,0.925169981286113
MG,Guaxupé,31137332,EE MAJOR WASHINGTON F DE TOLEDO,Estadual,,
MG,Guidoval,31181137,EE MARIANA DE PAIVA,Estadual,5.8225,0.852628017014768
MG,Guimarânia,31198943,EE IRMAOS GUIMARAES,Estadual,,0.811996647823625
MG,Guiricema,31181188,EE PREFEITO ANTONIO ARRUDA,Estadual,5.94816666666667,0.93506475869719
