uf,municipio,codigo,escola,rede,saeb,rendimento
RO,Alta Floresta D'Oeste,11024666,EMEIEF BOA ESPERANCA,Municipal,5.33183333333333,0.76609170841533
RO,Alta Floresta D'Oeste,11024682,EEEF EURIDICE LOPES PEDROSO,Estadual,,0.910890251171668
RO,Alta Floresta D'Oeste,11024828,EMEIEF IZIDORO STEDILE,Municipal,5.43233333333333,0.884657564064256
RO,Alta Floresta D'Oeste,11024917,EMEIEF JOSE BASILIO DA GAMA,Municipal,,
RO,Alta Floresta D'Oeste,11024968,EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA,Estadual,5.56883333333333,0.957628917026243
RO,Alta Floresta D'Oeste,11025077,EMEIEF MARIA DE SOUZA PEGO,Municipal,5.15283333333333,0.897852332485042
RO,Alta Floresta D'Oeste,11025115,EMEIEF MARTIM AFONSO DE SOUZA,Municipal,,
RO,Alta Floresta D'Oeste,11025310,EMEIEF PEDRO ALEIXO,Municipal,5.60833333333333,0.599606327996096
RO,Alta Floresta D'Oeste,11025352,EMEIEF POTY,Municipal,4.617,0.799310521107451
RO,Alta Floresta D'Oeste,11025620,EEEF TANCREDO DE ALMEIDA NEVES,Estadual,,0.916305126964962
RO,Alta Floresta D'Oeste,11025638,EEEFM PADRE EZEQUIEL RAMIN,Estadual,5.12266666666667,0.970903211181017
RO,Ariquemes,11006773,EEEFM CORA CORALINA,Estadual,5.40583333333333,0.951255850293968
RO,Ariquemes,11006846,EEEF ALBINA MARCIO SORDI,Estadual,5.90116666666667,0.806973078552507
RO,Ariquemes,11006854,EMEFM ALDEMIR LIMA CANTANHEDE,Municipal,5.45066666666667,0.975599368474487
RO,Ariquemes,11006889,EEEFM ANISIO TEIXEIRA,Estadual,5.39866666666667,0.936299664292215
RO,Ariquemes,11006900,EMEIEF ARCOIRIS,Municipal,,0.959369707613362
RO,Ariquemes,11007079,EMEF DR DIRCEU DE ALMEIDA,Municipal,,0.77058445728966
RO,Ariquemes,11007168,COLEGIO TIRADENTES DA POLICIA MILITAR  CTPM III,Estadual,5.388,0.836106067583237
RO,Ariquemes,11007249,EMEIEF HENRIQUE DIAS,Municipal,5.31933333333333,0.972851851088994
RO,Ariquemes,11007281,EEEFM JARDIM DAS PEDRAS,Estadual,,0.946734878710302
RO,Ariquemes,11007346,EMEIEF JORGE LUIZ MOULAZ,Municipal,,0.981251650382889
RO,Ariquemes,11007443,EMEIEF MAFALDA RODRIGUES,Municipal,5.07416666666667,0.78578296947897
RO,Ariquemes,11007451,EMEFM MAGDALENA TAGLIAFERRO,Municipal,,
RO,Ariquemes,11007508,EMEFM MARIO QUINTANA,Municipal,,0.863943287037037
RO,Ariquemes,11007524,EEEFM MIGRANTES,Estadual,5.78083333333333,0.994722164369784
RO,Ariquemes,11007605,EMEIEF PADRE ANGELO SPADARI,Municipal,,0.845283018867924
RO,Ariquemes,11007702,EMEIEF PROF PEDRO LOUBACK,Municipal,,0.657275638131773
RO,Ariquemes,11007737,EMEIEF ROBERTO TURBAY,Municipal,4.98516666666667,0.859612907815814
RO,Ariquemes,11007834,EMEIEF VINICIUS DE MORAES,Municipal,5.002,0.958549308284862
RO,Ariquemes,11007885,EEEMTI HEITOR VILLA LOBOS,Estadual,5.2395,0.97172236503856
RO,Ariquemes,11007893,EEEFM RICARDO CANTANHEDE,Estadual,5.476,0.900556048834628
RO,Ariquemes,11041439,EMEIEF PROF LEVI ALVES DE FREITAS,Municipal,,0.972
RO,Ariquemes,11041986,EMEIEF PAULINA MAFINI,Municipal,,0.952089509309284
RO,Ariquemes,11048620,EEEFM PROFESSORA CARMEM IONE DE ARAUJO,Estadual,5.04,0.902528920459949
RO,Ariquemes,11050233,EEEFM PROFESSORA QUITERIA DE OLIVEIRA DA SILVA,Estadual,5.1255,0.958765380604797
RO,Cabixi,11034050,EEEF CHICO MENDES,Estadual,,
RO,Cabixi,11034270,EEEFM PLANALTO,Estadual,,
RO,Cabixi,11034440,EEEFM JOSE DE ANCHIETA,Estadual,5.26566666666667,0.956565255286047
RO,Cacoal,11025999,EMEIEF ANITA GARIBALDI,Municipal,5.35983333333333,0.936271590232281
RO,Cacoal,11026014,EEEFM ANTONIO GONCALVES DIAS,Estadual,5.44466666666667,1.0
RO,Cacoal,11026073,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,Estadual,5.62533333333333,0.878711319862964
RO,Cacoal,11026197,EEEFM CARLOS DRUMMOND DE ANDRADE,Estadual,5.31266666666667,0.891565641221605
RO,Cacoal,11026235,EMEIEF CLAUDIO MANOEL DA COSTA,Municipal,,0.992849846782431
RO,Cacoal,11026278,EEEFM CORA CORALINA,Estadual,,
RO,Cacoal,11026294,EMEIEF CRUZEIRO DO NORTE,Municipal,,0.928622971225139
RO,Cacoal,11026367,EMEIEF DR JOAO DE DEUS SIMPLICIO,Municipal,4.82083333333333,1.0
RO,Cacoal,11026464,EEEF FREI CANECA,Estadual,5.73883333333333,0.992948597481759
RO,Cacoal,11026499,EEEFM GRACILIANO RAMOS,Estadual,4.982,0.951827470266742
RO,Cacoal,11026545,EEEFM HONORINA LUCAS DE BRITO,Estadual,5.05483333333333,0.949044807413682
RO,Cacoal,11026626,EEEFM PAULO FREIRE,Estadual,,
RO,Cacoal,11026758,EEEFM MARIA AURORA DO NASCIMENTO,Estadual,5.60933333333333,0.985748302797957
RO,Cacoal,11026766,EMEIEF MARIA MONTESSORI,Municipal,,0.959244112254971
RO,Cacoal,11026812,EMEIEF MONTEIRO LOBATO,Municipal,4.57333333333333,0.973652946529914
RO,Cacoal,11026936,EMEIEF PEDRO ALVARES CABRAL,Municipal,5.01666666666667,0.876714927982299
RO,Cacoal,11026960,EMEIEF PRESIDENTE MEDICI,Municipal,5.3905,0.978723404255319
RO,Cacoal,11027088,EMEIEF SANTOS DUMONT,Municipal,4.49833333333333,0.935214400907999
RO,Cacoal,11027312,EEEFM BERNARDO GUIMARAES,Estadual,5.54733333333333,0.969541816122917
RO,Cacoal,11027320,EEEFM CARLOS GOMES,Estadual,6.08783333333333,0.946131591867805
RO,Cacoal,11027347,EEEFM CLODOALDO NUNES DE ALMEIDA,Estadual,,
RO,Cacoal,11027401,EEEFM CELSO FERREIRA DA CUNHA,Estadual,,0.901597764590685
RO,Cacoal,11041269,ESCOLA AGRICOLA MUNICIPAL DE ENSINO FUNDAMENTAL AUTA RAUPP,Municipal,,
RO,Cacoal,11043342,EMEF MARIA SOCORRO VIANA DE ALMEIDA,Municipal,,0.850501935541449
RO,Cerejeiras,11034513,EMEF AMERICO VESPUCIO,Municipal,,
RO,Cerejeiras,11034777,EEEF GOV JERONIMO GARCIA DE SANTANA,Estadual,5.38066666666667,0.964704457549995
RO,Cerejeiras,11034882,EMEF OLAVO BILAC,Municipal,,
RO,Cerejeiras,11034955,EMEIEF REGINA SPERFELD SEBOLD,Municipal,,
RO,Cerejeiras,11034998,EEEM TANCREDO DE ALMEIDA NEVES,Estadual,,
RO,Cerejeiras,11035056,EEEF CASTRO ALVES,Estadual,6.02133333333333,0.876072731705594
RO,Colorado do Oeste,11035110,EMEIF 16 DE JUNHO,Municipal,,
RO,Colorado do Oeste,11035188,EMEF PROFESSORA CLAIR DA SILVA WEYH,Municipal,4.65,0.943797183759753
RO,Colorado do Oeste,11035277,EMEF DOM JOAO VI,Municipal,5.1295,0.956129519711317
RO,Colorado do Oeste,11035404,EMEF GETULIO VARGAS,Municipal,4.7195,0.925537851075702
RO,Colorado do Oeste,11035420,EMIEF GOVERNADOR ANGELO ANGELIN,Municipal,,
RO,Colorado do Oeste,11035951,EEEFM MANUEL BANDEIRA,Estadual,5.46383333333333,0.934454922724836
RO,Colorado do Oeste,11035960,EEEFM PAULO DE ASSIS RIBEIRO,Estadual,5.16483333333333,0.970194834044782
RO,Corumbiara,11036125,EEEFM COLINA VERDE,Estadual,5.57866666666667,0.787375539447047
RO,Corumbiara,11036397,EEEFM MARECHAL RONDON,Estadual,5.25933333333333,0.952590563868284
RO,Corumbiara,11036486,E E E F M DOUTOR OSWALDO PIANA,Estadual,,
RO,Corumbiara,11036516,EMEIEF PROFESSOR LUIZ BENVENOTO DALA COSTA,Municipal,4.93266666666667,0.727333545359042
RO,Corumbiara,11036575,EEEF SAO ROQUE,Estadual,4.82316666666667,0.9817025788518
RO,Corumbiara,11036648,EMEIEF PROFESSOR DOMINGOS PEREIRA DA ROCHA,Municipal,,
RO,Costa Marques,11005769,EEEF RAIMUNDO DE OLIVEIRA MESQUITA,Estadual,5.24866666666667,0.951839008943188
RO,Costa Marques,11005823,EEEFM ANGELINA DOS ANJOS,Estadual,5.802,0.953781056398109
RO,Costa Marques,11041420,EPMEIF MARIA LUCINETE FIRMINO MIRANDA,Municipal,,0.871600166643249
RO,Costa Marques,11041447,EPMEIF ILTON JOSE MARTINS,Municipal,,0.728442309887257
RO,Costa Marques,11047216,EEEFM DARCY DA SILVEIRA,Estadual,,0.850405868291232
RO,Espigão D'Oeste,11027487,EMEIEF AURELIO BUARQUE DE HOLANDA,Municipal,5.263,0.991803278688525
RO,Espigão D'Oeste,11027533,EMEIEF BRAS CUBAS,Municipal,5.78533333333333,0.960889568398461
RO,Espigão D'Oeste,11027690,EEEF FERNANDA SOUZA DE PAULA,Estadual,5.582,0.995951417004049
RO,Espigão D'Oeste,11027754,EEEFM JEAN PIAGET,Estadual,5.48083333333333,0.928007486945477
RO,Espigão D'Oeste,11027762,EEEF JERRIS ADRIANI TURATTI,Estadual,5.874,1.0
RO,Espigão D'Oeste,11027878,EEEF MARIA LOURENCO CASSIANO,Estadual,5.59133333333333,0.976982097186701
RO,Espigão D'Oeste,11027886,EMEF MARIA ROSA DE OLIVEIRA,Municipal,,0.855972994762644
RO,Espigão D'Oeste,11028335,EMEF TANCREDO DE ALMEIDA NEVES,Municipal,5.42416666666667,0.779668129678656
RO,Espigão D'Oeste,11028394,EEEF VINICIUS DE MORAES,Estadual,,
RO,Espigão D'Oeste,11028424,EEEMTI 7 DE SETEMBRO,Estadual,,
RO,Espigão D'Oeste,11038586,EMEF TEOBALDO FERREIRA,Municipal,,0.929022848350298
RO,GuajaráMirim,11005939,EEEFM ALKINDAR BRASIL DE AROUCA,Estadual,,
RO,GuajaráMirim,11005947,EMEIEF ALMIRANTE TAMANDARE,Municipal,,
RO,GuajaráMirim,11005980,EEEF CAPITAO GODOY,Estadual,4.727,0.970658445944718
RO,GuajaráMirim,11006048,EEEF DURVALINA ESTILBEM DE OLIVEIRA,Estadual,,
RO,GuajaráMirim,11006412,EIEEF POSCIDONIO BASTOS,Estadual,,
RO,GuajaráMirim,11006420,EEEF PRESIDENTE EURICO GASPAR DUTRA,Estadual,4.9285,0.853685060849985
RO,GuajaráMirim,11006617,EEEFM IRMA MARIA CELESTE,Estadual,4.66516666666667,0.914327648718202
RO,GuajaráMirim,11006633,EEEFM ROCHA LEAL,Estadual,4.44566666666667,0.829643900368024
RO,GuajaráMirim,11006641,EEEFM SIMON BOLIVAR,Estadual,,
RO,GuajaráMirim,11006684,INSTITUTO ESTADUAL DE EDUCACAO PAULO SALDANHA,Estadual,5.13866666666667,0.942245371234954
RO,GuajaráMirim,11089806,EEEF SALOMAO JUSTINIANO DE MELGAR,Estadual,4.8125,0.945487513393225
RO,Jaru,11011491,EEEFM CAPITAO SILVIO DE FARIAS,Estadual,,
RO,Jaru,11011661,EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS,Estadual,5.13583333333333,0.953133767109397
RO,Jaru,11011998,EMEF JEAN CARLOS MUNIZ,Municipal,,0.923
RO,Jaru,11012099,EEEFM GOV JORGE TEIXEIRA DE OLIVEIRA,Estadual,5.51033333333333,0.977502927525578
RO,Jaru,11012110,EMEF JOSE DE ALENCAR,Municipal,,
RO,Jaru,11012145,EEEFM JOSUE MONTELLO,Estadual,5.0555,0.972972972972973
RO,Jaru,11012170,EMEIEF JUSCELINO KUBITSCHEK,Municipal,4.91983333333333,0.973297059384152
RO,Jaru,11012269,EMEIEF MARECHAL CORDEIRO DE FARIAS,Municipal,5.55183333333333,0.96551724137931
RO,Jaru,11012277,EEEFM MARECHAL COSTA E SILVA,Estadual,4.85,0.9923273657289
RO,Jaru,11012323,EMEF MARIA DE LOURDES DA SILVA,Municipal,,
RO,Jaru,11012447,EEEFM OLGA DELLAIA,Estadual,6.07116666666667,1.0
RO,Jaru,11012579,EEEFM PEDRO VIEIRA DE MELO,Estadual,5.13383333333333,0.958168363606941
RO,Jaru,11012684,EEEFM RAIMUNDO CANTANHEDE,Estadual,5.11883333333333,0.951044984998629
RO,Jaru,11012994,EEEFM PLACIDO DE CASTRO,Estadual,5.37466666666667,0.946308639770095
RO,Jaru,11043709,EMEF MENEZIO DE VICTO,Municipal,,
RO,Jaru,11046260,ESCOLA M E I E F D JARUUARU,Municipal,5.12883333333333,0.862561960308861
RO,Jaru,11046279,EMEIEF JOSE DE SOUZA SILVA,Municipal,,
RO,JiParaná,11013273,EEEF SILVIO MICHELUZZI,Estadual,6.367,0.826784939767465
RO,JiParaná,11013389,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO 31 DE MARCO,Estadual,4.75766666666667,0.881554616219561
RO,JiParaná,11013494,EEEFM ANTONIO BIANCO,Estadual,5.29066666666667,0.888417621603973
RO,JiParaná,11013508,EMEF ANTONIO PRADO,Municipal,,0.969675746068571
RO,JiParaná,11013591,EEEFM BEATRIZ FERREIRA DA SILVA,Estadual,,1.0
RO,JiParaná,11013907,EEEF DR LOURENCO PEREIRA LIMA,Estadual,5.17183333333333,0.932538872402287
RO,JiParaná,11014156,EEEFM JANETE CLAIR,Estadual,5.1865,0.947803175643744
RO,JiParaná,11014172,EEEF JARDIM DOS MIGRANTES,Estadual,5.25033333333333,0.9444853641001
RO,JiParaná,11014300,EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA,Estadual,,0.858480678555043
RO,JiParaná,11014431,EEEFM MARCOS BISPO SILVA,Estadual,5.445,0.960773029872117
RO,JiParaná,11014555,EEEFM NOVA BRASILIA,Estadual,,0.914490597725784
RO,JiParaná,11014636,EEEF OSVALDO PIANA,Estadual,4.8285,0.965745161681064
RO,JiParaná,11014806,EEEF PROF CARMEM ROCHA BORGES,Estadual,5.43166666666667,0.928161795853114
RO,JiParaná,11014830,EEEF M PROFª EDILCE DOS SANTOS FREITAS,Estadual,5.271,0.924885665656915
RO,JiParaná,11015144,EEEFM RIO URUPA,Estadual,5.54983333333333,0.962326059576687
RO,JiParaná,11015411,EEEF TANCREDO DE ALMEIDA NEVES,Estadual,,
RO,JiParaná,11015500,EEEFM TUPA,Estadual,5.25466666666667,0.846736343784263
RO,JiParaná,11015608,EEEFM ALUIZIO FERREIRA,Estadual,5.3665,0.953175277752235
RO,JiParaná,11015616,EEEFM CEL JORGE TEIXEIRA DE OLIVEIRA,Estadual,4.94733333333333,0.98236377994209
RO,JiParaná,11015624,EEEFM GONCALVES DIAS,Estadual,5.70516666666667,0.935612477197816
RO,JiParaná,11015632,COLEGIO TIRADENTES DA POLICIA MILITAR  CTPM IV,Estadual,5.00716666666667,0.835481334421239
RO,JiParaná,11015667,EEEFM LAURO BENNO PREDIGER,Estadual,5.46083333333334,0.899834292866637
RO,JiParaná,11015683,EEEFM PROF JOSE FRANCISCO DOS SANTOS,Estadual,5.48033333333333,0.951773665364376
RO,JiParaná,11016094,IEE MARECHAL RONDON,Estadual,5.66883333333333,0.910369973378525
RO,JiParaná,11043849,EMEF EDSON LOPES,Municipal,5.459,0.969730024543223
RO,JiParaná,11044853,EMEIEF ULISSES MATOSINHO PERES DE PONTES,Municipal,5.91333333333333,0.979586955932506
RO,JiParaná,11045663,EMEIEF PAULO FREIRE,Municipal,5.42633333333333,0.967247869879845
RO,JiParaná,11045698,EMEIEF PROF IRINEU ANTONIO DRESCH,Municipal,5.283,0.913561985274741
RO,Machadinho D'Oeste,11008008,EEEFM ALBERTO NEPOMUCENO,Estadual,5.26683333333333,0.897797090160617
RO,Machadinho D'Oeste,11008598,EMEF JOVINA DE CARVALHO RIBEIRO,Municipal,,
RO,Machadinho D'Oeste,11009047,EMEF VISCONDE DO RIO BRANCO,Municipal,,0.761
RO,Machadinho D'Oeste,11009080,EEEFM JOAQUIM PEREIRA DA ROCHA,Estadual,5.68083333333333,0.915152608882416
RO,Machadinho D'Oeste,11043172,EPMEIEF ONOFRE DIAS LOPES,Municipal,,
RO,Machadinho D'Oeste,11043180,EPMEIEF TOM JOBIM,Municipal,5.22883333333333,0.837756516750226
RO,Machadinho D'Oeste,11043229,EPMEIEF HERMINIA CASTOLDI DE OLIVEIRA,Municipal,,0.859262548583282
RO,Machadinho D'Oeste,11047631,EPMEIEF ROBERTO MARINHO,Municipal,,
RO,Machadinho D'Oeste,11047704,EPMEIEF AMIGOS DO CAMPO,Municipal,,0.498379179051733
RO,Machadinho D'Oeste,11049812,EEEM VALDOMIRO FRANCISCO DE OLIVEIRA,Estadual,,0.949130646254907
RO,Machadinho D'Oeste,11054204,EPMEIEF ANTONIO FRANCISCO LISBOA,Municipal,4.35466666666667,0.892632848528069
RO,Nova Brasilândia D'Oeste,11021918,EMEIEF MARECHAL HERMES DA FONSECA,Municipal,5.22033333333333,1.0
RO,Nova Brasilândia D'Oeste,11022108,EMEIF SAGRADA FAMILIA,Municipal,6.386,1.0
RO,Nova Brasilândia D'Oeste,11022116,EMEF SANTA LUZIA,Municipal,,
RO,Nova Brasilândia D'Oeste,11022205,EEEF ROCHA POMBO,Estadual,6.0545,1.0
RO,Nova Brasilândia D'Oeste,11022221,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,Estadual,,
RO,Nova Brasilândia D'Oeste,11022230,EEEF ALEXANDRE DE GUSMAO,Estadual,6.35166666666667,0.994407727503813
RO,Nova Brasilândia D'Oeste,11038624,EMEF MACHADO DE ASSIS,Municipal,5.66983333333333,0.967453559614032
RO,Nova Brasilândia D'Oeste,11059800,EMEIEF NOSSA SENHORA DAS GRACAS,Municipal,5.88783333333333,1.0
RO,Ouro Preto do Oeste,11016299,EMEIEF 22 DE DEZEMBRO,Municipal,,
RO,Ouro Preto do Oeste,11016507,EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA,Estadual,5.58783333333333,0.943895540921126
RO,Ouro Preto do Oeste,11016558,EMEF BENJAMIN CONSTANT,Municipal,,
RO,Ouro Preto do Oeste,11016817,EMEF FERNANDO DE AZEVEDO,Municipal,,
RO,Ouro Preto do Oeste,11016973,EEEFM DR HORACIO CARELLI MENDES,Estadual,,
RO,Ouro Preto do Oeste,11017104,EMEIEF MANOEL SANTOS,Municipal,5.50366666666667,0.69916409201625
RO,Ouro Preto do Oeste,11017112,EMEIEF MARACATIARA,Municipal,4.852,0.763630885206025
RO,Ouro Preto do Oeste,11017201,EEEFM MONTEIRO LOBATO,Estadual,5.70366666666667,0.846154557158754
RO,Ouro Preto do Oeste,11017422,EEEFM MARIA DE MATOS E SILVA,Estadual,4.769,0.957725871044355
RO,Ouro Preto do Oeste,11017430,EEEF PROFESSORA MARGARIDA CUSTODIO DE SOUZA,Estadual,5.526,0.925249489101164
RO,Ouro Preto do Oeste,11017775,EEEFM 28 DE NOVEMBRO,Estadual,5.87566666666667,0.833478489390722
RO,Ouro Preto do Oeste,11017791,EEEFM JOAQUIM DE LIMA AVELINO,Estadual,6.0275,0.941432153811116
RO,Pimenta Bueno,11031549,EEEF ANISIO SERRAO DE CARVALHO,Estadual,6.54883333333333,0.989548871482377
RO,Pimenta Bueno,11031700,EEEF BOM SUCESSO,Estadual,5.10516666666667,0.893534916522713
RO,Pimenta Bueno,11032260,EEEFM MARECHAL CORDEIRO DE FARIAS,Estadual,5.15266666666667,0.921263652360268
RO,Pimenta Bueno,11032510,EEEFM ORLANDO BUENO DA SILVA,Estadual,5.11316666666667,0.807014939791
RO,Pimenta Bueno,11033070,EEEFM RAIMUNDO EUCLIDES BARBOSA,Estadual,,0.862696743530569
RO,Pimenta Bueno,11037334,EEEFM PROFESSOR VALDIR MONFREDINHO,Estadual,,0.896792914200652
RO,Pimenta Bueno,11042621,EMEIEF PROF EMANUEL OSVALDO MOREIRA,Municipal,6.13083333333333,0.829074340497619
RO,Pimenta Bueno,11048026,EMEIEF LUIZ CABRAL DE SOUZA,Municipal,,0.877950138088621
RO,Pimenta Bueno,11050268,EMEIEF ASSUNTA MARIA GIANINI FAVALECA,Municipal,6.04316666666667,0.740082093622657
RO,Porto Velho,11000260,COLEGIO TIRADENTES DA POLICIA MILITAR DO ESTADO DE RONDONIA EEEFM TIRADENTES,Estadual,6.3945,0.967099633210667
RO,Porto Velho,11000317,EEEFM JOSE OTINO DE FREITAS,Estadual,5.90416666666667,0.918514711509389
RO,Porto Velho,11000368,EMEIEF 13 DE MAIO,Municipal,,0.902
RO,Porto Velho,11000376,EEEF 21 DE ABRIL,Estadual,5.64066666666667,0.899471631762878
RO,Porto Velho,11000384,EEEFM 4 DE JANEIRO,Estadual,,0.882
RO,Porto Velho,11000457,EEEFM PROFESSORA ANTONIA VIEIRA FROTA,Estadual,5.469,0.936778355129776
RO,Porto Velho,11000465,EMEIEF ANTONIO AUGUSTO VASCONCELOS,Municipal,,
RO,Porto Velho,11000554,EEEFM BANDEIRANTES,Estadual,,0.910952419042443
RO,Porto Velho,11000597,EEEFM BELA VISTA,Estadual,5.14416666666667,0.904955697124934
RO,Porto Velho,11000678,EEEFM BRASILIA,Estadual,5.37716666666667,0.915
RO,Porto Velho,11000708,EEEFM CAP CLAUDIO MANOEL DA COSTA,Estadual,,0.889926049502587
RO,Porto Velho,11000848,EEEFM DOM PEDRO I,Estadual,5.65466666666667,0.929338606051944
RO,Porto Velho,11000856,EEEFM PROFESSOR DANIEL NERI DA SILVA,Estadual,5.0665,0.88147982360266
RO,Porto Velho,11000864,EMEF DEIGMAR MORAES DE SOUZA,Municipal,4.68866666666667,0.770885051766794
RO,Porto Velho,11000910,E E E F SANTA MARCELINA MARCELLO CANDIA,Estadual,6.1955,0.900495984914656
RO,Porto Velho,11000937,EEEFM DR OSVALDO PIANA,Estadual,,0.66373597062218
RO,Porto Velho,11000970,EEEFM DUQUE DE CAXIAS,Estadual,5.44916666666667,0.886290533801743
RO,Porto Velho,11001003,EMEF ENGº WADIH DARWICH ZACARIAS,Municipal,,
RO,Porto Velho,11001011,EMEF ERMELINDO MONTEIRO BRASIL,Municipal,4.81783333333333,0.805038361639145
RO,Porto Velho,11001046,EEEFM ESTUDO E TRABALHO,Estadual,5.41166666666667,0.802659117956427
RO,Porto Velho,11001119,EEEFM GOV ARAUJO LIMA,Estadual,5.13366666666667,0.87687087663924
RO,Porto Velho,11001135,EEEFM GOV PETRONIO BARCELOS,Estadual,5.34083333333333,0.974696151199736
RO,Porto Velho,11001143,EEEFM GOV JESUS BURLAMAQUI HOSANNAH,Estadual,5.24266666666667,0.876070606051718
RO,Porto Velho,11001160,EEEF HEITOR VILLA LOBOS,Estadual,5.26033333333333,0.911524072091056
RO,Porto Velho,11001186,EMEF HENRIQUE DIAS,Municipal,4.61233333333333,0.864630131775721
RO,Porto Velho,11001240,EEEF JANIO DA SILVA QUADROS,Estadual,5.03266666666667,0.827553745556208
RO,Porto Velho,11001275,EMEF JOAQUIM VICENTE RONDON,Municipal,4.55533333333333,1.0
RO,Porto Velho,11001283,EEEFM JOHN KENNEDY,Estadual,4.99033333333333,0.98996179833757
RO,Porto Velho,11001305,EEEFM JORGE TEIXEIRA DE OLIVEIRA,Estadual,5.352,0.721617887785131
RO,Porto Velho,11001364,EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA,Estadual,5.2665,0.879947791377319
RO,Porto Velho,11001410,COLEGIO TIRADENTES DA POLICIA MILITAR CTPM VII,Estadual,5.42233333333333,0.652234991223138
RO,Porto Velho,11001496,EEEFM MARCOS DE BARROS FREIRE,Estadual,,0.82146723088707
RO,Porto Velho,11001526,EEEF MARIA CARMOSINA PINHEIRO,Estadual,4.74433333333333,0.705283748819736
RO,Porto Velho,11001550,EEEFM MARIANA,Estadual,5.35766666666667,0.924638755719275
RO,Porto Velho,11001640,EEEFM MURILO BRAGA,Estadual,5.327,0.991169524591847
RO,Porto Velho,11001810,EEEF GOVERNADOR PAULO NUNES LEAL,Estadual,5.1155,0.898788809636015
RO,Porto Velho,11001844,EEEF PE MARIO CASTAGNA,Estadual,4.863,0.348327534419769
RO,Porto Velho,11001887,EEEFM PRES TANCREDO DE ALMEIDA NEVES,Estadual,4.91616666666667,0.899566825850561
RO,Porto Velho,11001968,EMEIEF MARIA IZAURA DA COSTA CRUZ,Municipal,,
RO,Porto Velho,11001992,EEEF PROF ROBERTO DUARTE PIRES,Estadual,,
RO,Porto Velho,11002000,EEEF PROF ELOISA BENTES RAMOS,Estadual,,0.895595522377053
RO,Porto Velho,11002018,EEEFM PROF FLORA CALHEIROS COTRIN,Estadual,4.17333333333333,0.730908794520107
RO,Porto Velho,11002123,EEEFM RISOLETA NEVES,Estadual,,0.876398952210737
RO,Porto Velho,11002166,EEEF SAMARITANA,Estadual,,
RO,Porto Velho,11002255,EEEFM SAO LUIZ,Estadual,5.03616666666667,0.772068540172978
RO,Porto Velho,11002301,EEEF SAO SEBASTIAO I,Estadual,4.7545,0.902670015742515
RO,Porto Velho,11002328,EEEF SEBASTIANA LIMA DE OLIVEIRA,Estadual,4.818,0.601447299827803
RO,Porto Velho,11002441,EEEFM CORONEL CARLOS ALOYSIO WEBER,Estadual,,
RO,Porto Velho,11002468,EEEFM BARAO DO SOLIMOES,Estadual,5.93683333333333,0.897168522797743
RO,Porto Velho,11002476,EEEFM GETULIO VARGAS,Estadual,4.86616666666667,0.791570981897877
RO,Porto Velho,11002506,EEEFM MARECHAL CASTELO BRANCO,Estadual,,0.931639134840585
RO,Porto Velho,11002514,EEEFM PROF ORLANDO FREIRE,Estadual,5.15983333333334,0.766198015968855
RO,Porto Velho,11002522,EEEFM PROF EDUARDO LIMA E SILVA,Estadual,5.35166666666667,0.956979680716085
RO,Porto Velho,11002549,EEEFM RIO BRANCO,Estadual,5.07766666666667,0.88901459206857
RO,Porto Velho,11003065,IEE CARMELA DUTRA,Estadual,5.54033333333333,0.976646756146187
RO,Porto Velho,11003138,I M E ENGº FRANCISCO ERSE,Municipal,,
RO,Porto Velho,11003308,EMEF MARECHAL RONDON,Municipal,5.14,0.914353458814548
RO,Porto Velho,11003324,EMEF SANTA JULIA,Municipal,3.554,0.720092406320865
RO,Porto Velho,11003413,EEEFM GENERAL OSORIO,Estadual,4.644,0.930984088439367
RO,Porto Velho,11003812,EEEFM MARIA NAZARE DOS SANTOS,Estadual,,0.605085130961461
RO,Porto Velho,11037652,EMEF NOSSA SENHORA DE NAZARE,Municipal,5.30333333333333,0.732297389705016
RO,Porto Velho,11037903,CENTRO EDUCACIONAL MARIA DE NAZARE,Estadual,5.38883333333333,0.949618391042608
RO,Porto Velho,11038063,EEEFM ULISSES GUIMARAES,Estadual,,0.905251898753036
RO,Porto Velho,11040629,EEEFM JAYME PEIXOTO DE ALENCAR,Estadual,5.3745,0.959921319978194
RO,Porto Velho,11040793,EEEB PROF JOAO BENTO DA COSTA,Estadual,,
RO,Porto Velho,11045809,EMEF FRANCISCO JOSE CHIQUILITO COIMBRA ERSE,Municipal,4.39533333333333,0.993370729219786
RO,Porto Velho,11045825,EMEF JOSE DE FREITAS,Municipal,,0.73491489806009
RO,Porto Velho,11045892,EMEF 03 DE DEZEMBRO,Municipal,5.38016666666667,0.876446710413898
RO,Porto Velho,11046660,EMEF FLOR DO CUPUACU,Municipal,4.311,0.895899267964228
RO,Porto Velho,11046937,EEEF JORGE VICENTE SALAZAR DOS SANTOS,Estadual,5.38016666666667,0.956534786017072
